artwork,owner,date,source,notes
149,18,1857
149,18,2021,https://www.royalacademy.org.uk/art-artists/work-of-art/children
150,40,1857
151,96,1857
152,16,1857
153,97,1857
154,71,1857
155,98,1857
156,23,1857
157,31,1857
158,31,1857
159,31,1857
160,46,1857
161,47,1857
161,99,1921,https://www.huntington.org/blue-boy
161,100,2021,https://www.huntington.org/blue-boy
162,101,1857
162,58,1859,https://www.nationalgalleries.org/art-and-artists/4934
162,58,2021,https://www.nationalgalleries.org/art-and-artists/4934
163,102,1857
163,103,1882,https://manchesterartgallery.org/collections/title/?mag-object-8
163,103,2021,https://manchesterartgallery.org/collections/title/?mag-object-8
164,0,1857
165,104,1857
166,31,1857
167,23,1857
168,105,1857
169,16,1857
170,47,1857
170,106,1937,https://barber.org.uk/richard-wilson-1714-1782/
170,106,2021,https://barber.org.uk/richard-wilson-1714-1782/
171,56,1857
172,18,1857
172,18,2021,https://www.royalacademy.org.uk/art-artists/work-of-art/self-portrait-of-richard-wilson-r-a
